Rack,Unique.ID ,germ.y.n ,height.cm ,hypocotyl. length.cm ,long.leaf. cm ,cryo.box ,cryo.pos ,DNA.y.n ,Notes ,
7,3602,N ,,,,7,A3 ,,,
7,3603,N ,,,,7,A4 ,,,
7,3604,N ,,,,7,A5 ,,,
7,3605,N ,,,,7,A6 ,,,
7,3606,N ,,,,7,A7 ,,,
7,3607,N ,,,,7,A8 ,,,
7,3608,Y ,4.1,1.8,2.1,7,A9 ,X Y ,,
7,3609,Y ,3.9,2,1.9,7,A10 ,X Y ,,
7,3610,N ,,,,7,B1 ,,,
7,3611,N ,,,,7,B2 ,,,
7,3612,Y ,4.9,1.9,2,7,B3 ,X Y ,,
7,3613,N ,,,,7,B4 ,,,
7,3614,Y ,55,2.1,1.5,7,B5 ,X y ,,
7,3615,N ,,,,7,B6 ,,,
7,3616,Y ,2.7,1.9,1.8,7,B7 ,X Y ,,
7,3617,N ,,,,7,B8 ,,,
7,3618,N ,,,,7,B9 ,,,
7,3619,Y ,54,2.2,2.2,7,B10 ,Y ,Fell on table before in tube ,
7,3620,N ,,,,7,C1 ,,,
7,3621,N ,,,,7,C2 ,,,
7,3622,Y ,3.1,0.8,2.1,7,C3 ,X Y ,,
7,3623,Y ,2,9,1.4,1.5,7,C4 ,X Y ,
7,3624,Y ,6,7,2.6,2.1,7,C5 ,y ,
7,3625,N ,,,,7,C6 ,,,
7,3626,N ,,,,7,C7 ,,,
7,3627,N ,,,,7,C8 ,,,
7,3628,N ,,,,7,C9 ,,,
7,3629,Y ,4.4,2.1,2.2,7,C10 ,X Y ,,
7,3630,Y ,6.7,3,2.1,7,D1 ,,,
7,3631,N ,,,,7,D2 ,,,
7,3632,Y ,6.5,4,1.9,7,D3 ,y ,Fell on table ,
7,3633,Y ,6.8,4,1.6,7,D4 ,Y ,,
7,3634,N ,,,,7,D5 ,,,
7,3635,Y ,25,1.5,1.2,7,D6 ,y ,,
7,3636,N ,,,,7,D7 ,,,
7,3637,Y ,4.9,2.4,2.1,7,D8 ,Y ,,
7,3638,Y ,4.8,2,3,1.7,7,D9 ,Y ,Fell on table 
7,3639,N ,,,,7,D10 ,,,
7,3640,Y ,3,2.1,1.4,7,E1 ,Y ,,
7,3641,N ,,,,7,E2 ,,,
7,3642,N ,,,,7,E3 ,,,
7,3643,Y ,2.5,1.3,1.3,7,E4 ,X Y ,,
7,3644,Y ,3.8,2,1.7,7,E5 ,X Y ,,
7,3645,Y ,3,2,1.8,7,E6 ,X y ,,
7,3646,Y ,5,2.2,1.8,7,E7 ,X y ,,
7,3647,N ,,,,7,E8 ,,,
7,3648,N ,,,,7,E9 ,,,
7,3649,N ,,,,7,E10 ,,,
7,3650,N ,,,,7,F1 ,,,
7,3651,Y ,3.4,1.8,1.6,7,F2 ,X Y ,,
7,3652,Y ,3.1,2,1.7,7,F3 ,X y ,,
7,3653,Y ,3.2,2,1.6,7,F4 ,X Y ,,
7,3654,Y ,4.7,3,1.4,7,F5 ,X y ,,
7,3655,Y ,2.7,1.8,1.3,7,F6 ,X Y ,Fellon table ,
7,3656,N ,,,,7,F7 ,,,
7,3657,Y ,2.7,1.9,1.9,7,F8 ,X Y ,,
7,3658,N ,,,,7,F9 ,,,
7,3659,Y ,4.1,2.2,2,7,F10 ,X y ,,
7,3660,N ,,,,7,G1 ,,,
7,3661,Y ,3.6,1.5,1.6,7,G2 ,X y ,,
7,3662,Y ,1.6,1.2,1,7,G3 ,X Y ,,
7,3663,Y ,2.9,1.8,1.4,7,G4 ,X Y ,,
7,3664,Y ,2.4,1.2,1.1,7,G5 ,X Y ,,
7,3665,Y ,3.1,1.9,1.7,7,G6 ,X y ,Fellon table ,
7,3666,N ,,,,7,G7 ,,,
7,3667,N ,,,,7,G8 ,,,
7,3668,Y ,4.1,Z.9 ,1.1,7,G9 ,X Y ,,
7,3669,N ,,,,7,G10 ,,,
7,3670,Y ,3.8,1.6,1.6,7,H1 ,X r ,,
7,3671,N ,,,,7,H2 ,,,
7,3672,N ,,,,7,H3 ,,,
7,3673,Y ,z.7 ,1.5,1,2,7,H4 ,X Y ,
7,3674,N ,,,,7,H5 ,,,
7,3675,Y ,3.3,2,1.5,7,H6 ,X Y ,,
7,3676,N ,,,,7,H7 ,,,
7,3677,Y ,3.3,1.8,2.2,7,H8 ,X Y ,,
7,3678,Y ,2,1.4,1.1,7,H9 ,X Y ,,
7,3679,Y ,5.2,2,2,7,H10 ,X Y ,,
7,3680,Y ,2.5,1.9,1.1,.: ,If ,X Y ,,
7,3681,Y ,3.8,1.7,1.8,7,12,X Y ,,
7,3682,N ,,,,7,I3 ,,,
7,3683,N ,,,,7,I4 ,,,
7,3684,N ,,,,7,15,,,
7,3685,Y ,5.7,2.6,1.5,7,16,Y ,,
7,3686,N ,,,,7,17,,,
7,3687,Y ,7.3,3,2.4,7,18,Y ,,
7,3688,N ,,,,7,I9 ,,,
7,3689,Y ,3,1.9,1.2,7,110,Y ,,
9,3690,Y ,1.5,0.5,1.2,7,J1 ,Y ,,
9,3691,Y ,0.8,0.4,0.9,7,J2 ,N ,too small ,
9,3692,Y ,1.9,0.9,1.5,7,J3 ,Y ,,
9,3693,Y ,0.8,0.3,0.7,7,J4 ,N ,too Small ,
9,3694,Y ,1,0.4,0.9,7,J5 ,Y ,,
9,3695,Y ,1.5,0.7,1.5,7,J6 ,Y ,,
9,3696,Y ,0.8,0.2,1.5,7,J7 ,Y ,,
9,3697,Y ,1,0.4,0.9,7,J8 ,N ,too small ,
9,3698,Y ,0.7,0.4,1.6,7,J9 ,Y ,,
9,3699,Y ,0.2,0.2,1.1,7,J10 ,N ,wilting hy pocoty!s ,
9,3700,Y ,0.8,0.3,0.6,8,A1 ,Y ,,
9,3701,Y ,0.8,0.6,0.5,8,A2 ,N ,too small ,
9,3702,Y ,1.3,1.3,0.3,8,A3 ,N ,too small ,
9,3703,Y ,1.2,0.4,0.8,8,A4 ,Y ,,
9,3704,Y ,1,0.4,0.9,8,A5 ,Y ,,
9,3705,Y ,1,0.4,1.9,8,A6 ,Y ,,
9,3706,Y ,1.2,0.8,0.5,8,A7 ,N ,too small ,
9,3707,Y ,0.9,0.3,1,8,A8 ,Y ,,
9,3708,Y ,0.6,0.6,0.5,8,A9 ,N ,too small ,
9,3709,Y ,0.6,0.2,0.6,8,A10 ,N ,too small ,
9,3710,Y ,1,0.4,0.7,8,B1 ,Y ,,
9,3711,Y ,0.7,0.3,0.8,8,B2 ,Y ,,
9,3712,Y ,0.8,0.5,0.8,8,B3 ,r ,,
9,3713,Y ,0.6,D-3 ,0.7,8,B4 ,N ,too Small ,
9,3714,Y ,0.5,0.5,0.4,8,B5 ,N ,too small ,
9,3715,Y ,1.8,0.7,1,8,B6 ,Y ,,
9,3716,Y ,1.1,0.2,0.8,8,B7 ,Y ,,
9,3717,Y ,1.4,0.3,1.2,8,B8 ,Y ,,
9,3718,Y ,1.3,0.6,0.8,8,B9 ,Y ,,
9,3719,Y ,1.8,0.9,0.8,8,B10 ,Y ,,
9,3720,Y ,0.5,0.2,0.6,8,C1 ,Y ,,
9,3721,Y ,1,0.5,0.7,8,C2 ,Y ,,
9,3722,Y ,1.5,0.4,1.3,8,C3 ,Y ,,
9,3723,Y ,1.6,0.5,1.3,8,C4 ,Y ,,
9,3724,Y ,0.9,p.u ,0.6,8,C5 ,r ,,
9,3725,Y ,1.7,0.8,1.1,8,C6 ,Y ,,
9,3726,Y ,1.2,0.7,0.4,8,C7 ,N ,too small ,
9,3727,Y ,1.2,0.8,0.8,8,C8 ,Y ,,
9,3728,Y ,1.2,0.6,0.6,8,C9 ,γ ,,
9,3729,Y ,D.9 ,0.5,0.7,8,C10 ,Y ,,
9,3730,Y ,1,0.7,0.6,8,D1 ,N ,too Small ,
9,3731,Y ,0.7,0.4,0.7,8,D2 ,N ,too small ,
9,3732,Y ,0.8,O.Z ,0.8,8,D3 ,Y ,,
9,3733,Y ,0.9,0.3,0.5,8,D4 ,N ,too small ,
9,3734,Y ,0.7,0.4,0.5,8,D5 ,N ,too small ,
9,3735,Y ,0.7,0.2,1,8,D6 ,Y ,,
9,3736,Y ,1,0.4,0.9,8,D7 ,Y ,,
9,3737,Y ,0-4 ,0.3,0.4,8,D8 ,N ,wilting, too small 
9,3738,Y ,1,0.5,0.6,8,D9 ,N ,for small ,
9,3739,Y ,1,0.7,0.6,8,D10 ,N ,100 small ,
9,3740,Y ,0.7,0.6,0.4,8,E1 ,,for small ,
9,3741,Y ,1,P.6 ,0.6,8,E2 ,N ,tow Small ,
9,3742,Y ,0.7,0.5,0.6,8,E3 ,Y ,,
9,3743,Y ,1,0.7,0.9,8,E4 ,N ,too small ,
9,3744,Y ,1.5,0.5,1.1,8,E5 ,Y ,,
9,3745,Y ,1.4,0.8,0-6 ,8,E6 ,Y ,,
9,3746,Y ,1,1,0.5,8,E7 ,N ,100 small ,
9,3747,Y ,1,0.5,0.4,8,E8 ,N ,too small ,
9,3748,Y ,0.8,0.5,0.6,8,E9 ,Y ,,
9,3749,Y ,0.7,0.4,0.5,8,E10 ,N ,too small ,
9,3750,Y ,1.1,0.8,0.6,8,F1 ,N ,too small ,
9,3751,Y ,0.9,0.4,0.9,8,F2 ,Y ,,
9,3752,Y ,0.7,0.4,0.6,8,F3 ,N ,too small ,
9,3753,Y ,1-Jan,0.7,0.5,8,F4 ,N ,too small ,
9,3754,Y ,0.7,0.4,0.5,8,F5 ,N ,too small ,
9,3755,Y ,1.2,1.2,0.3,8,F6 ,N ,too small ,
9,3756,Y ,1.2,1.2,0.4,8,F7 ,N ,too small ,
9,3757,Y ,1.2,0.2,1.1,8,F8 ,Y ,,
9,3758,Y ,1.2,0.5,0.5,8,F9 ,N ,Too small ,
9,3759,Y ,1.4,0.8,1.1,8,F10 ,Y ,,
9,3760,Y ,1.8,0.7,1.5,8,G1 ,Y ,,
9,3761,Y ,1.9,1.5,1.3,8,G2 ,Y ,,
9,3762,Y ,1.3,0.5,1.1,8,G3 ,Y ,,
9,3763,Y ,1.2,0.5,1,8,G4 ,Y ,,
9,3764,Y ,0.7,0.4,0.5,8,G5 ,N ,too small ,
9,3765,Y ,0.9,0.9,0.4,8,G6 ,N ,too small ,
9,3766,Y ,1,5,1.2,0.5,8,G7 ,N ,too small 
9,3767,Y ,0.7,0.5,0.7,8,G8 ,N ,too small ,
9,3768,Y ,1.5,0.9,0.5,8,G9 ,Y ,,
9,3769,Y ,1.3,0.9,0.7,8,G10 ,Y ,,
9,3770,Y ,2.8,1.5,1.3,8,H1 ,r ,,
9,3771,Y ,1.9,1.5,1.7,8,H2 ,Y ,,
9,3772,Y ,4,1.8,1.3,8,H3 ,Y ,,
9,3773,Y ,3.6,1.9,2,8,H4 ,Y ,,
9,3774,Y ,3.3,0.8,1.6,8,H5 ,Y ,,
9,3775,Y ,3.2,1.6,1.6,8,H6 ,Y ,,
9,3776,Y ,4,1.4,1.3,8,H7 ,Y ,,
9,3777,Y ,1.5,1.7,0.8,8,H8 ,Y ,,
9,3778,Y ,2.7,1,1.5,8,H9 ,Y ,,
9,3779,Y ,z.a ,1.6,1.5,8,H10 ,Y ,,
9,3780,Y ,3.8,2.2,1.3,8,11,Y ,,
9,3781,Y ,2.5,1.3,1.1,8,I2 ,Y ,,
9,3782,Y ,1,0.5,0.6,8,13,Y ,,
9,3783,Y ,2.2,1.5,0.9,8,14,Y ,,
9,3784,Y ,2.2,2.2,1.2,8,15,Y ,,
9,3785,Y ,3.5,2.1,1.3,8,16,Y ,,
9,3786,Y ,2.5,2,0.6,8,17,Y ,,
9,3787,Y ,1.5,0.8,1.2,8,18,Y ,,
10,3788,Y ,3,1,1.6,1.1,8,I9 ,y ,
10,3789,Y ,4.9,2.6,1.5,8,I10 ,y ,,
10,3790,Y ,4.1,2.1,1.1,8,J1 ,y ,,
10,3791,Y ,3.3,2,5,1,8,J2 ,Y ,
10,3792,Y ,4.2,2.3,1.1,8,J3 ,Y ,,
10,3793,Y ,2.6,2,0.9,8,J4 ,y ,,
10,3794,Y ,2.5,1.6,0.9,8,J5 ,Y ,,
10,3795,Y ,0.4,0.4,0.3,8,J6 ,N ,Too Small ,
10,3796,Y ,7,0.7,0,3,8,J7 ,N ,Too small 
10,3797,Y ,0.9,0.3,1,8,J8 ,Y ,,
10,3798,Y ,0.6,0,6,0.3,8,J9 ,N ,Too small 
10,3799,Y ,0.6,0.6,0.6,8,J10 ,y. ,Fell On table ,
10,3800,Y ,1,1,0.6,9,A1 ,y ,too small ,
10,3801,Y ,1.3,1,0.8,9,A2 ,Y ,,
10,3802,Y ,0.6,0.3,0.5,9,A3 ,N ,too small ,
10,3803,Y ,1.3,1,0.4,9,A4 ,2,too small ,
10,3804,Y ,1,0.8,0.6,9,A5 ,N ,too small ,
10,3805,Y ,1.2,1,0.8,9,A6 ,Y ,,
10,3806,Y ,1.5,1,0.6,9,A7 ,Y ,,
10,3807,Y ,0.6,0.6,0.4,9,A8 ,N ,too small ,
10,3808,Y ,2,1,0.8,9,A9 ,Y ,,
10,3809,Y ,1.2,0,6,0.7,9,A10 ,Y ,
10,3810,Y ,1.2,1,0.4,9,B1 ,N ,too Small ,
10,3811,Y ,1.5,0.9,1,9,B2 ,Y ,,
10,3812,Y ,0.8,0.2,0,9,B3 ,Y ,,
10,3813,Y ,0.8,0.7,0.3,9,B4 ,N ,too small ,
10,3814,Y ,1.3,0.9,0.6,9,B5 ,N ,too small ,
10,3815,Y ,NA ,NA ,NA ,9,B6 ,N ,NO plant ,
10,3816,Y ,1.3,0.9,0.6,9,B7 ,N ,too Small ,
10,3817,Y ,1.3,1.1,0.5,9,38,N ,too small ,
10,3818,Y ,1.2,0.9,0.5,9,B9 ,Y ,,
10,3819,Y ,1.6,1.4,0.6,9,B10 ,N ,too small ,
10,3820,Y ,1.8,1.6,0.5,9,C1 ,Y ,,
10,3821,Y ,0.8,0.5,0.4,9,C2 ,Y ,,
10,3822,Y ,1.4,0.3,1.1,9,C3 ,Y ,,
10,3823,Y ,1,0.5,0.8,9,C4 ,Y ,,
10,3824,Y ,1,0.4,0.6,9,C5 ,Y ,,
10,3825,Y ,0.3,0.3,0.2,9,C6 ,N ,too Small ,
10,3826,Y ,0.7,0.4,0.4,9,C7 ,Y ,,
10,3827,Y ,1.3,0.6,0.6,9,C8 ,Y ,,
10,3828,Y ,0.8,0.3,0.7,9,C9 ,Y ,,
10,3829,Y ,1.2,0.6,0.5,9,C10 ,Y ,,
10,3830,Y ,2,1,0.7,9,D1 ,Y ,,
10,3831,Y ,2.2,1.8,0.5,9,D2 ,Y ,,
10,3832,Y ,1.9,1.5,0.6,9,D3 ,Y ,,
10,3833,Y ,1,0,0.8,0.5,9,D4 ,N ,too small 
10,3834,Y ,0.5,0.3,0.3,9,D5 ,2,too Small ,
10,3835,Y ,1,0.9,0.4,9,D6 ,N ,too small ,
10,3836,Y ,0.7,0.3,0.6,9,D7 ,Y ,,
10,3837,Y ,1.7,1.5,0.7,9,D8 ,Y ,,
10,3838,Y ,2,1.4,0.6,9,D9 ,Y ,,
10,3839,Y ,1,0.8,0.2,0,D10 ,N ,too small ,
10,3840,Y ,0.3,0.1,0.3,9,E1 ,N ,too small ,
10,3841,Y ,1.5,0.6,1.2,9,E2 ,Y ,,
10,3842,Y ,1.2,0.8,0.8,9,E3 ,Y ,,
10,3843,Y ,0.5,0.2,0.6,9,E4 ,Y ,,
10,3844,Y ,1.3,0.8,0.5,9,E5 ,Y ,,
10,3845,Y ,0.8,0.4,0.5,9,E6 ,Y ,,
10,3846,Y ,0.5,0.2,0.6,9,E7 ,N ,too small ,
10,3847,Y ,1,0.7,0.7,9,E8 ,Y ,,
10,3848,Y ,0,0.6,0.6,9,E9 ,Y ,,
10,3849,Y ,0.8,0.2,1.3,9,E10 ,Y ,,
10,3850,Y ,0.7,0.4,0.5,9,F1 ,Y ,,
10,3851,Y ,1,0.5,0.5,9,F2 ,Y ,,
10,3852,Y ,0.3,0.1,1,9,F3 ,N ,hyp wilted ,
10,3853,Y ,0.6,0.2,0.6,9,F4 ,Y ,,
10,3854,Y ,1,0.5,0.6,9,F5 ,Y ,,
10,3855,Y ,1,0.5,0.6,9,F6 ,N ,hyp willed ,
10,3856,Y ,1,0.7,0.7,$ ,F7 ,N ,too Small ,
10,3857,Y ,1.8,1,1.8,9,F8 ,Y ,,
10,3858,Y ,1,0.5,0.9,9,F9 ,Y ,,
10,3859,Y ,1.5,0,5,1.3,9,F10 ,Y ,
10,3860,Y ,1.4,0.4,1.5,9,G1 ,Y ,,
10,3861,Y ,1,0.2,0.7,9,G2 ,Y ,,
10,3862,Y ,1.5,1,1.3,9,G3 ,Y ,,
10,3863,Y ,2,0.8,1.3,9,G4 ,Y ,,
10,3864,Y ,1,0.7,0.6,9,G5 ,Y ,,
10,3865,Y ,1.3,1.1,0.5,9,G6 ,N. ,too small ,
10,3866,Y ,1.7,0.8,0.9,$ ,G7 ,Y ,,
10,3867,Y ,1,0.7,1,9,C8 ,N ,hyp willed ,
10,3868,Y ,1.6,1.4,0.5,9,G9 ,2,too Small ,
10,3869,Y ,2.3,1,1.2,9,G10 ,Y ,,
10,3870,Y ,2,0.5,1.3,9,H1 ,Y ,,
10,3871,Y ,1.6,1.3,1,9,H2 ,Y ,,
10,3872,Y ,1.3,0.6,0.8,9,H3 ,N ,too small ,
10,3873,Y ,1,O.B ,0.7,9,H4 ,Y ,,
10,3874,Y ,0.6,0.4,0.4,8,H5 ,N ,too small ,
10,3875,Y ,1.3,0.3,1.3,9,H6 ,Y ,,
10,3876,Y ,1.3,0.2,1,9,H7 ,Y ,,
10,3877,Y ,1.3,0.8,1.1,9,H8 ,Y ,,
10,3878,Y ,1,0.5,0.6,9,H9 ,Y ,,
10,3879,Y ,0.9,0.3,0.7,9,H10 ,Y ,,
10,3880,Y ,1.7,1,0.8,9,H ,Y ,,
10,3881,Y ,0.1,0.1,0.2,9,12,N ,too Small ,
10,3882,Y ,1.1,0.5,0,9,9,13,Y ,
10,3883,Y ,1.8,1.3,0.8,9,14,Y ,,
10,3884,Y ,1.5,1,0.7,9,15,Y ,,
10,3885,Y ,0.6,0.5,0.6,9,16,N ,too small ,
11,3886,Y ,0.7,0.3,0.5,9,!7 ,N ,too small ,
11,3887,Y ,1.9,6.7,1.5,9,18,Y ,,
11,3888,Y ,1.2,0.6,1.1,9,I9 ,Y ,,
11,3889,Y ,0.4,0.3,0.3,9,I10 ,2,too small ,
11,3890,Y ,1,0.5,0.5,9,J1 ,Y ,,
11,3891,Y ,1.3,0.7,0.5,9,J2 ,Y ,,
11,3892,Y ,0.3,0.3,0.2,9,J3 ,N ,too small ,
11,3893,Y ,0.7,0.7,0.2,9,J4 ,N ,+00 small ,
11,3894,Y ,1.2,1,0.5,9,J5 ,Y ,,
11,3895,Y ,0.9,0.5,0.6,9,J6 ,Y ,,
11,3896,Y ,1.2,0.9,1.6,9,J7 ,Y ,,
11,3897,Y ,1.8,0.4,0.9,9,J8 ,Y ,,
11,3898,Y ,0.7,0.4,0.4,9,J9 ,Y ,,
11,3899,Y ,1.5,1,1.1,9,J10 ,Y ,,
11,3900,Y ,1.4,0.2,11,10,A1 ,Y ,,
11,3901,Y ,0.8,0.1,0.5,10,A2 ,y ,,
11,3902,Y ,1.2,0.6,0.7,10,A3 ,Y ,,
11,3903,Y ,1.1,0.5,0.7,10,A4 ,Y ,,
11,3904,Y ,2.3,12,1.1,10,A5 ,Y ,,
11,3905,Y ,1.1,0.7,0.6,10,A6 ,Y ,,
11,3906,Y ,1.7,0.9,1,10,A7 ,Y ,,
11,3907,Y ,1.7,1,1.1,10,A8 ,Y ,,
11,3908,Y ,1.8,1.3,0.8,10,A9 ,Y ,,
11,3909,Y ,1,0.1,1.3,10,A10 ,Y ,,
11,3910,Y ,2.2,0.7,1.6,10,B1 ,Y ,,
11,3911,Y ,1.6,0.4,1.4,10,B2 ,Y ,,
11,3912,Y ,1.5,0.9,0.9,10,B3 ,Y ,,
11,3913,Y ,1.9,1,1.3,10,B4 ,Y ,,
11,3914,Y ,1.7,1,1.2,10,B5 ,Y ,,
11,3915,Y ,1.5,0.5,0.8,10,B6 ,Y ,,
11,3916,Y ,1.4,0.7,1.6,10,B7 ,Y ,,
11,3917,Y ,1.6,0.9,0.6,10,B8 ,y ,,
11,3918,Y ,2,1.4,1.4,10,B9 ,Y ,,
11,3919,Y ,1.2,0.9,1,10,B10 ,Y ,,
11,3920,Y ,NA ,EL ,NA ,10,C1 ,NA ,No plant, think It was 14 
11,3921,Y ,2,0.9,1,10,C2 ,Y ,,
11,3922,Y ,1.1,0.1,1.3,10,C3 ,y ,,
11,3923,Y ,2.6,1.3,0.9,10,C4 ,Y ,,
11,3924,Y ,2.6,1.5,1.5,10,C5 ,Y ,,
11,3925,Y ,1.7,0.6,1.4,10,C6 ,Y ,,
11,3926,Y ,2.8,1.7,1.3,10,C7 ,Y ,,
11,3927,Y ,2,0.8,1.2,10,C8 ,Y ,,
11,3928,Y ,3.1,1.4,1.7,10,C9 ,Y ,,
11,3929,Y ,1.8,0.5,1.3,10,C10 ,Y ,,
11,3930,Y ,2,1,1.3,10,D1 ,Y ,,
11,3931,Y ,1.8,0.5,1.3,10,D2 ,Y ,,
11,3932,Y ,1,0.2,1.1,10,D3 ,Y ,,
11,3933,Y ,0.3,0.2,0.3,10,D4 ,2,too small to collect DNA ,
11,3934,Y ,1.3,0.8,0.8,10,D5 ,Y ,,
11,3935,Y ,1.5,0.9,0.7,10,D6 ,Y ,,
11,3936,Y ,1.1,0.2,1.4,10,D7 ,Y ,,
11,3937,Y ,1.8,1.2,0.9,10,D8 ,Y ,,
11,3938,Y ,22,0.1,1.1,10,D9 ,Y ,,
11,3939,Y ,2,1.3,1,10,D10 ,Y ,,
11,3940,Y ,1,6,0.8,0.7,10,E1 ,Y ,
11,3941,Y ,1.3,0.4,0.6,10,E2 ,Y ,,
11,3942,Y ,1.8,1.2,0.3,10,E3 ,N ,Too small ,
11,3943,Y ,1.7,0,7,0.5,10,E4 ,Y ,
11,3944,Y ,2.4,1.1,1.3,10,E5 ,Y ,,
11,3945,Y ,1.9,0.9,1.1,10,E6 ,Y ,,
11,3946,y ,1.8,0.9,0.7,10,E7 ,Y ,,
11,3947,Y ,1.6,0.7,1.3,10,E8 ,7,,
11,3948,Y ,2,0.9,0.7,10,E9 ,Y ,,
11,3949,Y ,1.2,0.2,0.9,10,E10 ,Y ,,
11,3950,Y ,1.9,0.5,0.7,10,F1 ,Y ,,
11,3951,Y ,2.8,1.4,1.5,10,F2 ,Y ,,
11,3952,Y ,2.7,1,1.3,10,F3 ,y ,,
