stratification.date ,pots_to plant ,total_seeds _to_plant ,seeds_per pot ,pop.id ,Rep ,Rack # ,dame_mf ,sire mf ,Notes ,
2/27/25,13,25,2,(WL2 X BH) X (WL2 X TM2) ,8,4,2,3,,
2/27/25,13,25,2,(WL2 X BH) X (WL2 X TM2) ,9,4,2,3,,
2/27/25,13,25,2,(WL2 X BH) X (WL2 X TM2) ,10,4,2,3,,
2/27/25,13,25,2,(WL2 X BH) X (WL2 X TM2) ,11,4,2,1,,
2/27/25,13,25,2,(WL2 X BH) X (WL2 x TM2) ,12,4,2,1,,
2/27/25,13,25,1,(WL2 X BH) X (WL2 x TM2) ,13,4,2,1,,
2/27/25,14,43,4,(WL2) X (WL2 x TM2) ,1,5,14-Mar,2,,
2/27/25,14,43,3,(WL2) X (WL2 x TM2) ,2,5,14-Mar,2,,
2/27/25,14,43,3,(WL2) X (WL2 X TM2) ,3,5,14-Mar,2,,
2/27/25,14,43,3,(WL2) X (WL2 X TM2) ,4,5,14-Mar,2,,
2/27/25,14,43,3,(WL2) X (WL2 X TM2) ,5,5,14-Mar,2,,
2/27/25,14,43,3,(WL2) X (WL2 X TM2) ,6,5,14-Mar,2,,
2/27/25,14,43,3,(WL2) X (WL2 X TM2) ,7,5,14-Mar,2,,
2/27/25,14,43,3,(WL2) X (WL2 X TM2) ,8,5,14-Mar,2,,
2/27/25,14,43,3,(WL2) X (WL2 X TM2) ,9,5,14-Mar,2,,
2/27/25,14,43,3,(WL2) X (WL2 X TM2) ,10,5,14-Mar,2,,
2/27/25,14,43,3,(WL2) X (WL2 X TM2) ,11,5,14-Mar,2,,
2/27/25,14,43,3,(WL2) X (WL2 X TM2) ,12,5,14-Mar,2,,
2/27/25,14,43,3,(WL2) X (WL2 X TM2) ,13,5,14-Mar,2,,
2/27/25,14,43,3,(WL2) X (WL2 X TM2) ,14,5,14-Mar,2,,
2/27/25,14,42,3,(YO11 X WL2) X (WL2) ,1,5,4,13-B ,,
2/27/25,14,42,3,(YO11 X WL2) X (WL2) ,2,5,4,13-B ,,
2/27/25,14,42,3,(YO11 X WL2) X (WL2) ,3,5,4,13-B ,,
2/27/25,14,42,3,(YO11 X WL2) X (WL2) ,4,5,4,13-B ,,
2/27/25,14,42,3,(YO11 X WL2) X (WL2) ,5,5,4,13-B ,,
2/27/25,14,42,3,(YO11 X WL2) X (WL2) ,6,5,4,13-B ,,
2/27/25,14,42,3,(YO11 X WL2) X (WL2) ,7,5,4,13-B ,,
2/27/25,14,42,3,(YO11 X WL2) X (WL2) ,8,5,4,13-B ,,
2/27/25,14,42,3,(YO11 X WL2) X (WL2) ,9,5,4,13-B ,,
2/27/25,14,42,3,(YO11 X WL2) X (WL2) ,10,5,4,13-B ,,
2/27/25,14,42,3,(YO11 X WL2) X (WL2) ,11,5,4,13-B ,,
2/27/25,14,42,3,(YO11 X WL2) X (WL2) ,12,5,4,13-B ,,
2/27/25,14,42,3,(YO11 x WL2) X (WL2) ,13,,,,not enough seeds,
2/27/25,14,42,3,(YO11 X WL2) X (WL2) ,14,,,,not enough seeds,
2/27/25,15,46,4,(CC X WL2) X (WL2) ,1,5,2,13-B ,,
2/27/25,15,46,3,(CC X WL2) X (WL2) ,2,5,4,13-B ,,
2/27/25,15,46,3,(CC X WL2) X (WL2) ,3,5,4,13-B ,,
2/27/25,15,46,3,(CC X WL2) X (WL2) ,4,5,4,13-B ,,
2/27/25,15,46,3,(CC X WL2) X (WL2) ,5,5,4,13-B ,,
2/27/25,15,46,3,(CC X WL2) X (WL2) ,6,5,2,13-B ,,
2/27/25,15,46,3,(CC X WL2) X (WL2) ,7,5,4,13-B ,,
2/27/25,15,46,3,(CC X WL2) X (WL2) ,8,5,4,13-B ,,
2/27/25,15,46,3,(CC X WL2) X (WL2) ,9,5,4,13-B ,,
2/27/25,15,46,3,(CC X WL2) X (WL2) ,10,5,4,13-B ,,
2/27/25,15,46,3,(CC X WL2) X (WL2) ,11,5,4,13-B ,,
2/27/25,15,46,3,(CC X WL2) X (WL2) ,12,5,4,13-B ,,
2/27/25,15,46,3,(CC X WL2) X (WL2) ,13,5,4,13-B ,,
2/27/25,15,46,3,(CC X WL2) X (WL2) ,14,5,4,13-B ,,
2/27/25,15,46,3,(CC X WL2) X (WL2) ,15,5,4,2A ,,
2/27/25,15,44,3,(WV X WL2) X (WL2 X CC) ,1,5,3,1,,
2/27/25,15,44,3,(WV X WL2) X (WL2 X CC) ,2,5,3,1,,
2/27/25,15,44,3,(WV X WL2) X (WL2 X CC) ,3,5,3,1,,
2/27/25,15,44,3,(WV X WL2) X (WL2 X CC) ,4,5,3,1,,
2/27/25,15,44,3,(WV X WL2) X (WL2 X CC) ,5,5,3,1,,
2/27/25,15,44,3,(WV X WL2) X (WL2 X CC) ,6,5,3,1,,
2/27/25,15,44,3,(WV X WL2) X (WL2 X CC) ,7,5,3,1,,
2/27/25,15,44,3,(WV X WL2) x (WL2 X CC) ,8,5,3,1,,
2/27/25,15,44,3,(WV X WL2) X (WL2 X CC) ,9,5,3,1,,
2/27/25,15,44,3,(WV X WL2) X (WL2 X CC) ,10,5,3,1,,
2/27/25,15,44,3,(WV X WL2) X (WL2 X CC) ,11,5,3,1,,
2/27/25,15,44,3,(WV X WL2) X (WL2 X CC) ,12,5,3,1,,
2/27/25,15,44,3,(WV X WL2) X (WL2 X CC) ,13,5,3,1,,
2/27/25,15,44,3,(WV X WL2) X (WL2 X CC) ,14,5,3,1,,
2/27/25,15,44,2,(WV X WL2) X (WL2 x CC) ,15,5,3,1,,
2/27/25,15,44,2,(CC X WL2) X (WL2) ,16,5,4,2A ,,
2/27/25,18,53,3,(TM2) X (TM2 x WL2) ,1,4,1-Feb,2,,
2/27/25,18,53,3,(TM2) X (TM2 x WL2) ,2,4,1-Feb,2,,
2/27/25,18,53,3,(TM2) X (TM2 x WL2) ,3,4,1-Feb,2,,
2/27/25,18,53,3,(TM2) X (TM2 X WL2) ,4,4,1-Feb,2,,
2/27/25,18,53,3,(TM2) X (TM2 x WL2) ,5,4,1-Feb,2,,
2/27/25,18,53,3,(TM2) X (TM2 X WL2) ,6,4,2-May,14,,
2/27/25,18,53,3,(TM2) X (TM2 X WL2) ,7,4,1-May,15,,
2/27/25,18,53,3,(TM2) X (TM2 x WL2) ,8,4,1-May,15,,
2/27/25,18,53,3,(TM2) X (TM2 X WL2) ,9,4,1-May,15,,
2/27/25,18,53,3,(TM2) X (TM2 X WL2) ,10,4,NA ,NA ,"mixed MF 1:5, 15 2:2-2, 14",
2/27/25,18,53,3,(TM2) X (TM2 x WL2) ,11,4,2-Feb,14,,
2/27/25,18,53,3,(TM2) X (TM2 X WL2) ,12,4,2-Feb,14,,
2/27/25,18,53,3,(TM2) X (TM2 x WL2) ,13,4,2-Feb,14,,
2/27/25,18,53,2,(TM2) X (TM2 X WL2) ,14,4,2-Feb,14,,
2/27/25,18,53,3,(TM2) X (TM2 x WL2) ,15,4,2-Feb,5,,
2/27/25,18,53,3,(TM2) X (TM2 X WL2) ,16,4,NA ,NA ,"mixed MF 2:2-2, 5 1:5-2,14",
2/27/25,18,53,3,(TM2) X (TM2 X WL2) ,17,4,2-May,14,,
2/27/25,18,53,2,(TM2) X (TM2 X WL2) ,18,4,2-May,14,,
2/27/25,22,67,4,(WL2 X BH) X (WL2 X CC) ,1,4,1,2,,
2/27/25,22,67,3,(WL2 X BH) X (WL2 X CC) ,2,4,1,2,,
2/27/25,22,67,3,(WL2 x BH) X (WL2 X CC) ,3,4,1,2,,
2/27/25,22,67,3,(WL2 X BH) X (WL2 X CC) ,4,4,1,2,,
2/27/25,22,67,3,(WL2 X BH) X (WL2 X CC) ,5,4,1,2,,
2/27/25,22,67,3,(WL2 X BH) X (WL2 X CC) ,6,4,1,2,,
2/27/25,22,67,3,(WL2 X BH) X (WL2 X CC) ,7,4,1,2,,
2/27/25,22,67,3,(WL2 X BH) X (WL2 X CC) ,8,4,1,2,,
2/27/25,22,67,3,(WL2 X BH) X (WL2 x CC) ,9,4,1,2,,
2/27/25,22,67,3,(WL2 X BH) X (WL2 X CC) ,10,4,1,2,,
2/27/25,22,67,3,(WL2 X BH) X (WL2 X CC) ,11,4,1,2,,
2/27/25,22,67,3,(WL2 x BH) X (WL2 x CC) ,12,4,1,2,,
2/27/25,22,67,3,(WL2 X BH) X (WL2 X CC) ,13,4,1,2,,
2/27/25,22,67,3,(WL2 X BH) X (WL2 X CC) ,14,4,1,2,,
2/27/25,22,67,3,(WL2 X BH) X (WL2 X CC) ,15,4,1,2,,
2/27/25,22,67,3,(WL2 X BH) X (WL2 X CC) ,16,4,1,2,,
2/27/25,22,67,2,(WL2 X BH) X (WL2 X CC) ,17,4,NA ,NA ,"mixed MF 1:1, 2 1:2,3",
2/27/25,22,67,3,(WL2 X BH) X (WL2 X CC) ,18,4,2,3,,
2/27/25,22,67,3,(WL2 X BH) X (WL2 X CC) ,19,4,2,3,,
2/27/25,22,67,3,(WL2 X BH) X (WL2 X CC) ,20,4,2,3,,
2/27/25,22,67,3,(WL2 X BH) X (WL2 X CC) ,21,4,2,3,,
2/27/25,22,67,3,(WL2 X BH) X (WL2 X CC) ,22,4,2,3,,
2/27/25,33,100,4,(SQ3 X WL2) X (WL2) ,1,5,3,13-B ,,
2/27/25,33,100,3,(SQ3 X WL2) X (WL2) ,2,5,3,13-B ,,
2/27/25,33,100,3,(SQ3 X WL2) X (WL2) ,3,5,3,13-B ,,
2/27/25,33,100,3,(SQ3 X WL2) X (WL2) ,4,5,3,13-B ,,
2/27/25,33,100,3,(SQ3 X WL2) X (WL2) ,5,5,3,13-B ,,
2/27/25,33,100,3,(SQ3 X WL2) X (WL2) ,6,5,3,13-B ,,
2/27/25,33,100,3,(SQ3 X WL2) X (WL2) ,7,5,3,13-B ,,
2/27/25,33,100,3,(SQ3 X WL2) X (WL2) ,8,4,3,13-B ,,
2/27/25,33,100,3,(SQ3 X WL2) X (WL2) ,9,4,3,13-B ,,
2/27/25,33,100,3,(SQ3 X WL2) X (WL2) ,10,4,3,13-B ,,
2/27/25,33,100,3,(SQ3 X WL2) X (WL2) ,11,4,12,16-A ,,
2/27/25,33,100,3,(SQ3 X WL2) X (WL2) ,12,4,12,16-A ,,
2/27/25,33,100,3,(SQ3 X WL2) X (WL2) ,13,4,12,16-A ,,
2/27/25,33,100,3,(SQ3 X WL2) X (WL2) ,14,4,12,16-A ,,
2/27/25,33,100,3,(SQ3 X WL2) X (WL2) ,15,4,12,16-A ,,
2/27/25,33,100,3,(SQ3 X WL2) X (WL2) ,16,4,12,16-A ,,
2/27/25,33,100,3,(SQ3 X WL2) X (WL2) ,17,4,12,16-A ,,
2/27/25,33,100,3,(SQ3 X WL2) X (WL2) ,18,4,12,16-A ,,
2/27/25,33,100,3,(SQ3 X WL2) X (WL2) ,19,4,12,16-A ,,
2/27/25,33,100,3,(SQ3 X WL2) X (WL2) ,20,4,12,16-A ,,
2/27/25,33,100,3,(SQ3 X WL2) X (WL2) ,21,4,12,16-A ,,
2/27/25,33,100,3,(SQ3 X WL2) X (WL2) ,22,4,12,16-A ,,
2/27/25,33,100,3,(SQ3 X WL2) X (WL2) ,23,6,12,16-A ,,
2/27/25,33,100,3,(SQ3 X WL2) x (WL2) ,24,6,5,13-B ,,
2/27/25,33,100,3,(SQ3 X WL2) X (WL2) ,25,6,5,13-B ,,
2/27/25,33,100,3,(SQ3 X WL2) X (WL2) ,26,6,5,13-B ,,
2/27/25,33,100,3,(SQ3 X WL2) X (WL2) ,27,6,5,13-B ,,
2/27/25,33,100,3,(SQ3 X WL2) X (WL2) ,28,6,5,13-B ,,
2/27/25,33,100,3,(SQ3 X WL2) X (WL2) ,29,6,5,13-B ,,
2/27/25,33,100,3,(SQ3 X WL2) X (WL2) ,30,6,5,13-B ,,
2/27/25,33,100,3,(SQ3 X WL2) X (WL2) ,31,6,5,13-B ,,
2/27/25,33,100,3,(SQ3 x WL2) X (WL2) ,32,6,5,13-B ,,
2/27/25,33,100,3,(SQ3 X WL2) X (WL2) ,33,6,5,13-B ,,
2/27/25,35,106,3,(TM2 X WL2) X (TM2) ,1,6,3,3-Jan,3 seeds ,
2/27/25,35,106,3,(TM2 X WL2) X (TM2) ,2,6,3,3-Jan,,
2/27/25,35,106,3,(TM2 X WL2) X (TM2) ,3,6,3,3-Jan,,
2/27/25,35,106,3,(TM2 X WL2) X (TM2) ,4,6,3,3-Jan,,
2/27/25,35,106,3,(TM2 X WL2) X (TM2) ,5,6,3,3-Jan,,
2/27/25,35,106,2,(TM2 X WL2) X (TM2) ,6,6,3,3-Jan,2 seeds ,
2/27/25,35,106,3,(TM2 X WL2) X (TM2) ,7,6,3,13-Feb,,
2/27/25,35,106,3,(TM2 X WL2) X (TM2) ,8,6,3,13-Feb,,
2/27/25,35,106,3,(TM2 X WL2) X (TM2) ,9,6,3,13-Feb,,
2/27/25,35,106,3,(TM2 X WL2) X (TM2) ,10,6,3,13-Feb,,
2/27/25,35,106,3,(TM2 X WL2) X (TM2) ,11,6,3,13-Feb,,
2/27/25,35,106,3,(TM2 X WL2) X (TM2) ,12,6,3,13-Feb,,
2/27/25,35,106,4,(TM2 X WL2) X (TM2) ,13,6,3,13-Feb,4 seeds ,
2/27/25,35,106,3,(TM2 X WL2) X (TM2) ,14,6,3,13-Feb,,
2/27/25,35,106,3,(TM2 X WL2) X (TM2) ,15,6,3,13-Feb,,
2/27/25,35,106,3,(TM2 X WL2) X (TM2) ,16,6,3,13-Feb,,
2/27/25,35,106,3,(TM2 X WL2) X (TM2) ,17,6,3,13-Feb,,
2/27/25,35,106,3,(TM2 X WL2) X (TM2) ,18,6,3,13-Feb,,
2/27/25,35,106,3,(TM2 X WL2) X (TM2) ,19,6,3,13-Feb,,
2/27/25,35,106,3,(TM2 X WL2) X (TM2) ,20,6,3,13-Feb,,
2/27/25,35,106,3,(TM2 X WL2) X (TM2) ,21,6,3,13-Feb,,
2/27/25,35,106,3,(TM2 X WL2) X (TM2) ,22,6,3,13-Feb,,
2/27/25,35,106,3,(TM2 X WL2) X (TM2) ,23,6,3,13-Feb,,
2/27/25,35,106,3,(TM2 X WL2) X (TM2) ,24,6,3,13-Feb,,
2/27/25,35,106,3,(TM2 X WL2) X (TM2) ,25,6,3,13-Feb,,
2/27/25,35,106,3,(TM2 X WL2) X (TM2) ,26,6,3,13-Feb,,
2/27/25,35,106,2,(TM2 X WL2) X (TM2) ,27,6,3,13-Feb,2 seeds ,
2/27/25,35,106,3,(TM2 X WL2) X (TM2) ,28,6,3,13-Feb,,
2/27/25,35,106,2,(TM2 X WL2) X (TM2) ,29,6,3,13-Feb,2 seeds ,
2/27/25,35,106,1,(TM2 X WL2) X (TM2) ,30,6,3,13-Feb,1 seed; seeds light in this envelope,
2/27/25,35,106,1,(TM2 x WL2) X (TM2) ,31,6,3,13-Feb,1 seed ,
2/27/25,35,106,1,(TM2 X WL2) X (TM2) ,32,6,3,13-Feb,1 seed ,
2/27/25,35,106,1,(TM2 X WL2) X (TM2) ,33,6,3,13-Feb,1 seed ,
2/27/25,35,106,1,(TM2 X WL2) X (TM2) ,34,6,3,13-Feb,1 seed ,
2/27/25,35,106,2,(TM2 X WL2) X (TM2) ,35,6,3,13-Feb,2 seeds ,
2/27/25,58,174,3,(WL2 X TM2) X (TM2) ,1,7,2,3-Jan,,
2/27/25,58,174,3,(WL2 X TM2) X (TM2) ,2,7,2,3-Jan,,
2/27/25,58,174,3,(WL2 X TM2) X (TM2) ,3,7,2,3-Jan,,
2/27/25,58,174,3,(WL2 X TM2) X (TM2) ,4,7,2,3-Jan,,
2/27/25,58,174,3,(WL2 X TM2) X (TM2) ,5,7,2,3-Jan,,
2/27/25,58,174,3,(WL2 X TM2) X (TM2) ,6,7,2,3-Jan,,
2/27/25,58,174,3,(WL2 X TM2) X (TM2) ,7,7,2,3-Jan,,
2/27/25,58,174,3,(WL2 X TM2) X (TM2) ,8,7,2,3-Jan,,
2/27/25,58,174,3,(WL2 X TM2) X (TM2) ,9,7,2,3-Jan,,
2/27/25,58,174,3,(WL2 X TM2) X (TM2) ,10,7,2,3-Jan,,
2/27/25,58,174,3,(WL2 X TM2) X (TM2) ,11,7,2,3-Jan,,
2/27/25,58,174,3,(WL2 X TM2) X (TM2) ,12,7,2,3-Jan,,
2/27/25,58,174,3,(WL2 X TM2) X (TM2) ,13,7,2,3-Jan,,
2/27/25,58,174,3,(WL2 X TM2) X (TM2) ,14,7,2,3-Jan,,
2/27/25,58,174,3,(WL2 X TM2) X (TM2) ,15,7,2,3-Jan,,
2/27/25,58,174,3,(WL2 X TM2) X (TM2) ,16,7,2,3-Jan,,
2/27/25,58,174,3,(WL2 X TM2) X (TM2) ,17,7,2,3-Jan,,
2/27/25,58,174,3,(WL2 X TM2) X (TM2) ,18,7,2,3-Jan,,
2/27/25,58,174,3,(WL2 X TM2) X (TM2) ,19,7,2,3-Jan,,
2/27/25,58,174,3,(WL2 X TM2) X (TM2) ,20,7,2,3-Jan,,
2/27/25,58,174,3,(WL2 X TM2) X (TM2) ,21,7,2,3-Jan,,
2/27/25,58,174,3,(WL2 X TM2) X (TM2) ,22,7,2,3-Jan,,
2/27/25,58,174,3,(WL2 X TM2) X (TM2) ,23,7,2,3-Jan,,
2/27/25,58,174,3,(WL2 X TM2) X (TM2) ,24,7,2,3-Jan,,
2/27/25,58,174,3,(WL2 X TM2) X (TM2) ,25,7,2,3-Jan,,
2/27/25,58,174,3,(WL2 X TM2) X (TM2) ,26,7,2,3-Jan,,
2/27/25,58,174,3,(WL2 X TM2) X (TM2) ,27,7,2,3-Jan,,
2/27/25,58,174,3,(WL2 X TM2) X (TM2) ,28,7,2,3-Jan,,
2/27/25,58,174,3,(WL2 X TM2) X (TM2) ,29,7,2,3-Jan,,
2/27/25,58,174,3,(WL2 X TM2) X (TM2) ,30,7,2,3-Jan,,
2/27/25,58,174,3,(WL2 X TM2) X (TM2) ,31,7,2,3-Jan,,
2/27/25,58,174,3,(WL2 X TM2) X (TM2) ,32,7,2,3-Jan,,
2/27/25,58,174,3,(WL2 X TM2) X (TM2) ,33,7,2,3-Jan,,
2/27/25,58,174,3,(WL2 X TM2) X (TM2) ,34,7,2,3-Jan,,
2/27/25,58,174,3,(WL2 X TM2) X (TM2) ,35,7,2,3-Jan,,
2/27/25,58,174,3,(WL2 X TM2) X (TM2) ,36,7,2,3-Jan,,
2/27/25,58,174,3,(WL2 X TM2) X (TM2) ,37,7,2,3-Jan,,
2/27/25,58,174,3,(WL2 X TM2) X (TM2) ,38,7,2,3-Jan,,
2/27/25,58,174,3,(WL2 X TM2) X (TM2) ,39,7,2,3-Jan,,
2/27/25,58,174,3,(WL2 X TM2) X (TM2) ,40,7,2,3-Jan,,
2/27/25,58,174,3,(WL2 X TM2) X (TM2) ,41,7,2,3-Jan,,
2/27/25,58,174,3,(WL2 X TM2) X (TM2) ,42,7,2,3-Jan,,
2/27/25,58,174,3,(WL2 X TM2) X (TM2) ,43,7,2,3-Jan,,
2/27/25,58,174,3,(WL2 X TM2) X (TM2) ,44,7,2,3-Jan,,
2/27/25,58,174,3,(WL2 X TM2) X (TM2) ,45,7,2,3-Jan,,
2/27/25,58,174,3,(WL2 X TM2) X (TM2) ,46,7,2,3-Jan,,
2/27/25,58,174,3,(WL2 X TM2) X (TM2) ,47,7,2,3-Jan,,
2/27/25,58,174,3,(WL2 X TM2) X (TM2) ,48,7,2,3-Jan,,
2/27/25,58,174,3,(WL2 X TM2) X (TM2) ,49,7,2,3-Jan,,
2/27/25,58,174,3,(WL2 X TM2) X (TM2) ,50,7,2,3-Jan,,
2/27/25,58,174,3,(WL2 X TM2) X (TM2) ,51,7,2,3-Jan,,
2/27/25,58,174,3,(WL2 X TM2) X (TM2) ,52,,,,not enough seeds,
2/27/25,58,174,3,(WL2 X TM2) X (TM2) ,53,,,,not enough seeds,
2/27/25,58,174,3,(WL2 X TM2) X (TM2) ,54,,,,not enough seeds,
2/27/25,58,174,3,(WL2 X TM2) X (TM2) ,55,,,,not enough seeds,
2/27/25,58,174,3,(WL2 X TM2) X (TM2) ,56,,,,not enough seeds,
2/27/25,58,174,3,(WL2 X TM2) X (TM2) ,57,,,,not enough seeds,
2/27/25,58,174,3,(WL2 X TM2) X (TM2) ,58,,,,not enough seeds,
